Report Number,Report DateTime,Offense Parent Group,Offense,Offense Code,MCPP,Longitude,Latitude,Year,Month,Day,Hour,Minute,Location,Zipcode
2020-929050,12/30/2020 12:52:57 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,NORTH ADMIRAL,-122.386207129,47.58995859,2020.0,12.0,23.0,0.0,0.0,"1519, California Avenue Southwest, Seattle, King County, Washington, 98116, United States",98116
2020-929048,12/30/2020 12:52:47 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,ROOSEVELT/RAVENNA,-122.296153287,47.66555657,2020.0,12.0,29.0,18.0,30.0,"2900, Northeast Blakeley Street, University District, Seattle, King County, Washington, 98105, United States",98105
2020-929049,12/30/2020 12:52:21 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,GREENWOOD,-122.347285743,47.69636508,2020.0,12.0,29.0,20.0,0.0,"9219, Linden Avenue North, Greenwood, Seattle, King County, Washington, 98103, United States",98103
2020-929041,12/30/2020 12:42:21 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,UNIVERSITY,-122.316126537,47.65686904,2020.0,12.0,28.0,21.0,0.0,"Cedar East, 1128, Northeast 41st Street, University District, Seattle, King County, Washington, 98105, United States",98105
2020-929039,12/30/2020 12:32:22 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,ALASKA JUNCTION,-122.38545658,47.56197325,2020.0,12.0,29.0,0.0,10.0,"4520, 42nd Avenue Southwest, West Seattle, Seattle, King County, Washington, 98116, United States",98116
2020-929037,12/30/2020 12:32:16 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,WALLINGFORD,-122.339734034,47.65741891,2020.0,12.0,29.0,12.0,5.0,"4117, Ashworth Avenue North, Wallingford, Seattle, King County, Washington, 98103, United States",98103
2020-356707,12/30/2020 12:18:11 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,UNIVERSITY,-122.314261919,47.66218831,2020.0,12.0,29.0,18.0,45.0,"University Regency, 4522, Brooklyn Avenue Northeast, University District, Seattle, King County, Washington, 98105, United States",98105
2020-929034,12/30/2020 12:12:45 PM,LARCENY-THEFT,All Other Larceny,23H,QUEEN ANNE,-122.349504633,47.62810862,2020.0,12.0,29.0,16.0,37.0,"362, Ward Street, Uptown, Queen Anne, Seattle, King County, Washington, 98109, United States",98109
2020-356678,12/30/2020 11:27:43 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CHINATOWN/INTERNATIONAL DISTRICT,-122.322446524,47.59876685,2020.0,12.0,30.0,0.0,0.0,"House of Hong, 409, 8th Avenue South, Little Saigon, International District/Chinatown, Seattle, King County, Washington, 98104, United States",98104
2020-356630,12/30/2020 10:29:27 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,GREENWOOD,-122.354077085,47.70218171,2020.0,12.0,30.0,0.0,0.0,"328, North 101st Street, Greenwood, Seattle, King County, Washington, 98133, United States",98133
2020-929012,12/30/2020 10:22:32 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,QUEEN ANNE,-122.356091563,47.64777379,2020.0,12.0,29.0,0.0,0.0,"22, Etruria Street, Fremont, Seattle, King County, Washington, 98109, United States",98109
2020-929005,12/30/2020 10:12:15 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,GEORGETOWN,-122.326140417,47.55412032,2020.0,12.0,28.0,22.0,0.0,"615, South Brandon Street, Georgetown, Seattle, King County, Washington, 98108, United States",98108
2020-929003,12/30/2020 08:32:21 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,SANDPOINT,-122.27415789,47.6958838,2020.0,12.0,29.0,12.0,45.0,"4919, Northeast 93rd Street, Lavilla, Seattle, King County, Washington, 98115, United States",98115
2020-929000,12/30/2020 08:12:19 AM,LARCENY-THEFT,All Other Larceny,23H,PHINNEY RIDGE,-122.355376587,47.66945244,2020.0,12.0,29.0,9.0,44.0,"5560, Greenwood Avenue North, Phinney Ridge, Seattle, King County, Washington, 98103, United States",98103
2020-928995,12/30/2020 07:52:36 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,FIRST HILL,-122.322337346,47.60459106,2020.0,12.0,29.0,12.0,5.0,"1002, Terrace Street, Little Saigon, Yesler Terrace, Seattle, King County, Washington, 98104, United States",98104
2020-356192,12/29/2020 08:22:13 PM,LARCENY-THEFT,Shoplifting,23C,DOWNTOWN COMMERCIAL,-122.338449515,47.60878866,2020.0,12.0,29.0,18.0,44.0,"2nd Ave & Pike St, 2nd Avenue, Pike Place Market Area, Belltown, Seattle, King County, Washington, 98101-2017, United States",98101-2017
2020-356126,12/29/2020 06:11:30 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,RAINIER BEACH,-122.276515074,47.52378124,2020.0,12.0,26.0,21.0,0.0,"8815, Renton Avenue South, Rainier Beach, Seattle, King County, Washington, 98118, United States",98118
2020-355972,12/29/2020 04:55:04 PM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,HIGHLAND PARK,-122.334846952,47.52900455,2020.0,12.0,28.0,22.0,0.0,"8155, 1st Avenue South, Seattle, King County, Washington, 98108, United States",98108
2020-355999,12/29/2020 04:31:43 PM,LARCENY-THEFT,All Other Larceny,23H,CHINATOWN/INTERNATIONAL DISTRICT,-122.326358795,47.59961241,2020.0,12.0,26.0,0.0,0.0,"NP Hotel, 306, 6th Avenue South, Little Saigon, International District/Chinatown, Seattle, King County, Washington, 98104, United States",98104
2020-355990,12/29/2020 03:55:06 PM,LARCENY-THEFT,All Other Larceny,23H,ROOSEVELT/RAVENNA,-122.343985529,47.69055851,2020.0,12.0,28.0,14.0,26.0,"N 85th St & Aurora Ave N, North 85th Street, Licton Springs, Greenwood, Seattle, King County, Washington, 98113, United States",98113
2020-355905,12/29/2020 03:38:32 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,MOUNT BAKER,-122.299022274,47.58435803,2020.0,12.0,29.0,4.0,0.0,"2606, South Hill Street, Mount Baker, Seattle, King County, Washington, 98144, United States",98144
2020-356009,12/29/2020 03:33:04 PM,LARCENY-THEFT,All Other Larceny,23H,PIONEER SQUARE,-122.329977163,47.59919832,2020.0,12.0,29.0,14.0,30.0,"Amtrak Thruway, South Jackson Street, International District/Chinatown, Seattle, King County, Washington, 98104, United States",98104
2020-355888,12/29/2020 03:09:12 PM,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,MOUNT BAKER,-122.28993779,47.57067497,2020.0,12.0,29.0,12.0,14.0,"3616, 34th Avenue South, Mount Baker, Seattle, King County, Washington, 98144, United States",98144
2020-355946,12/29/2020 02:53:36 PM,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,MADRONA/LESCHI,-122.289602478,47.62014923,2020.0,12.0,29.0,13.0,27.0,"3305, East John Street, Denny-Blaine, Seattle, King County, Washington, 98112, United States",98112
2020-355946,12/29/2020 02:53:36 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,MADRONA/LESCHI,-122.289602478,47.62014923,2020.0,12.0,29.0,13.0,25.0,"3305, East John Street, Denny-Blaine, Seattle, King County, Washington, 98112, United States",98112
2020-355976,12/29/2020 02:51:04 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,NORTHGATE,-122.344996828,47.72503555,2020.0,12.0,29.0,14.0,5.0,"13241, Aurora Avenue North, Bitter Lake, Seattle, King County, Washington, 98133, United States",98133
2020-354881,12/28/2020 07:52:42 AM,ASSAULT OFFENSES,Simple Assault,13B,CENTRAL AREA/SQUIRE PARK,-122.299458365,47.61293412,2020.0,12.0,28.0,7.0,16.0,"2515, East Union Street, Madison Valley, Seattle, King County, Washington, 98122, United States",98122
2020-354574,12/27/2020 10:12:34 PM,ASSAULT OFFENSES,Aggravated Assault,13A,JUDKINS PARK/NORTH BEACON HILL,-122.302227532,47.59717702,2020.0,12.0,27.0,17.0,45.0,"501, 23rd Avenue South, Central District, Seattle, King County, Washington, 98144, United States",98144
2020-354466,12/27/2020 06:57:25 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,BALLARD SOUTH,-122.362045589,47.6664369,2020.0,12.0,20.0,0.0,0.0,"327, Northwest 52nd Street, Phinney Ridge, Seattle, King County, Washington, 98107, United States",98107
2020-354139,12/27/2020 07:28:50 AM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,MID BEACON HILL,-122.304052445,47.5522068,2020.0,12.0,27.0,2.0,12.0,"5533, 23rd Avenue South, Rainier Valley, Seattle, King County, Washington, 98108, United States",98108
2020-353093,12/25/2020 02:21:06 PM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,MID BEACON HILL,-122.296896589,47.54310553,2020.0,12.0,25.0,2.0,0.0,"6613, 28th Avenue South, Holly Park, Rainier Valley, Seattle, King County, Washington, 98108, United States",98108
2020-350751,12/22/2020 02:02:21 PM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,MID BEACON HILL,-122.30733,47.55364108,2020.0,12.0,21.0,22.0,0.0,"5411, 20th Avenue South, Rainier Valley, Seattle, King County, Washington, 98108, United States",98108
2020-343571,12/13/2020 09:34:30 PM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,GREENWOOD,-122.345966037,47.69871766,2020.0,12.0,13.0,20.0,58.0,"927, North 96th Street, Licton Springs, Greenwood, Seattle, King County, Washington, 98103, United States",98103
2020-343571,12/13/2020 09:34:30 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SOUTH PARK,-122.323770953,47.52731801,2020.0,12.0,12.0,13.0,21.0,"741, South Sullivan Street, South Park, Seattle, King County, Washington, 98108, United States",98108
2020-342640,12/12/2020 04:21:40 PM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,FREMONT,-122.347925078,47.65774308,2020.0,12.0,11.0,11.0,0.0,"810, North 42nd Street, Fremont, Seattle, King County, Washington, 98103, United States",98103
2020-342640,12/12/2020 04:21:40 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,FREMONT,-122.347925078,47.65774308,2020.0,12.0,12.0,15.0,51.0,"810, North 42nd Street, Fremont, Seattle, King County, Washington, 98103, United States",98103
2020-358078,12/31/2020 11:53:21 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,CAPITOL HILL,-122.316845012,47.61468385,2020.0,12.0,31.0,23.0,43.0,"Momiji, 1522, 12th Avenue, Capitol Hill, Seattle, King County, Washington, 98122, United States",98122
2020-358078,12/31/2020 11:53:21 PM,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,CAPITOL HILL,-122.316845012,47.61468385,2020.0,12.0,31.0,23.0,43.0,"Momiji, 1522, 12th Avenue, Capitol Hill, Seattle, King County, Washington, 98122, United States",98122
2020-357797,12/31/2020 07:49:04 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,LAKECITY,-122.299097169,47.72020568,2020.0,12.0,31.0,18.0,21.0,"12531, 27th Avenue Northeast, Lake City, Seattle, King County, Washington, 98125, United States",98125
2020-357600,12/31/2020 03:45:48 PM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,HIGHLAND PARK,-122.338927296,47.52119323,2020.0,12.0,24.0,22.0,30.0,"9052, 3rd Avenue Southwest, Seattle, King County, Washington, 98106, United States",98106
2020-357466,12/31/2020 11:38:25 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,JUDKINS PARK/NORTH BEACON HILL,-122.309934194,47.59378886,2020.0,12.0,31.0,1.0,30.0,"Rainier Ave S & S Charles St, Rainier Avenue South, Little Saigon, Central District, Seattle, King County, Washington, 98144, United States",98144
2020-357457,12/31/2020 11:08:30 AM,LARCENY-THEFT,All Other Larceny,23H,PHINNEY RIDGE,-122.345837688,47.68104648,2020.0,12.0,31.0,2.0,41.0,"926, North 72nd Street, Phinney Ridge, Seattle, King County, Washington, 98103, United States",98103
2020-357309,12/31/2020 07:33:34 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,DOWNTOWN COMMERCIAL,-122.338449515,47.60878866,2020.0,12.0,31.0,5.0,46.0,"2nd Ave & Pike St, 2nd Avenue, Pike Place Market Area, Belltown, Seattle, King County, Washington, 98101-2017, United States",98101-2017
2020-356746,12/30/2020 05:00:43 PM,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,MONTLAKE/PORTAGE BAY,-122.312484638,47.63324098,2020.0,12.0,30.0,12.0,40.0,"1528, 15th Avenue East, Capitol Hill, Seattle, King County, Washington, 98112, United States",98112
2020-356815,12/30/2020 04:05:53 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,NORTHGATE,-122.334040574,47.71138413,2020.0,12.0,30.0,14.0,23.0,"11328, Meridian Avenue North, Haller Lake, Seattle, King County, Washington, 98133, United States",98133
2020-356877,12/30/2020 04:03:35 PM,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,CAPITOL HILL,-122.319529929,47.61933325,2020.0,12.0,30.0,15.0,30.0,"Station House, 131, 10th Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States",98102
2020-356797,12/30/2020 03:14:35 PM,LARCENY-THEFT,All Other Larceny,23H,UNIVERSITY,-122.313276529,47.65567069,2020.0,12.0,30.0,13.0,0.0,"University of Washington, Snohomish Lane, University District, Seattle, King County, Washington, 98195-2350, United States",98195-2350
2020-356780,12/30/2020 02:58:00 PM,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,LAKECITY,-122.295218834,47.716481,2020.0,12.0,30.0,13.0,36.0,"LA Fitness, 12015, 31st Avenue Northeast, Lake City, Seattle, King County, Washington, 98125, United States",98125
2020-929067,12/30/2020 01:22:15 PM,LARCENY-THEFT,All Other Larceny,23H,NORTHGATE,-122.315731826,47.71762232,2020.0,12.0,30.0,0.0,2.0,"1100, Northeast 123rd Street, Northgate, Seattle, King County, Washington, 98125, United States",98125
2020-929055,12/30/2020 12:53:31 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,NORTHGATE,-122.339692115,47.69688252,2020.0,12.0,29.0,23.0,0.0,"9226, Ashworth Avenue North, Licton Springs, Greenwood, Seattle, King County, Washington, 98103, United States",98103
2020-356744,12/30/2020 12:53:11 PM,LARCENY-THEFT,All Other Larceny,23H,JUDKINS PARK/NORTH BEACON HILL,-122.311581906,47.59790816,2020.0,12.0,25.0,2.0,0.0,"515, 16th Avenue South, Little Saigon, Central District, Seattle, King County, Washington, 98144, United States",98144
2020-356729,12/30/2020 12:47:50 PM,LARCENY-THEFT,Shoplifting,23C,LAKECITY,-122.294696918,47.72018507,2020.0,12.0,30.0,11.0,45.0,"Pho An, 12526, Lake City Way Northeast, Cedar Park, Lake City, Seattle, King County, Washington, 98125, United States",98125
2020-356734,12/30/2020 12:35:43 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,UNIVERSITY,-122.319777308,47.66038656,2020.0,12.0,30.0,0.0,0.0,"4338, 8th Avenue Northeast, University District, Seattle, King County, Washington, 98105, United States",98105
2020-356604,12/30/2020 10:24:48 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SOUTH PARK,-122.326935293,47.5239276,2020.0,12.0,29.0,22.0,30.0,"527, South Concord Street, South Park, Seattle, King County, Washington, 98108, United States",98108
2020-356553,12/30/2020 10:12:24 AM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,FIRST HILL,-122.329450044,47.60901496,2020.0,12.0,30.0,2.0,30.0,"Royal Manor, 1120, 8th Avenue, Central Business District, First Hill, Seattle, King County, Washington, 98101, United States",98101
2020-345086,12/15/2020 06:08:11 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,QUEEN ANNE,-122.355428986,47.62151944,2020.0,12.0,15.0,16.0,18.0,"Astro, 315, 1st Avenue North, Uptown, Belltown, Seattle, King County, Washington, 98109, United States",98109
2020-345086,12/15/2020 06:08:11 PM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,QUEEN ANNE,-122.355428986,47.62151944,2020.0,12.0,15.0,16.0,18.0,"Astro, 315, 1st Avenue North, Uptown, Belltown, Seattle, King County, Washington, 98109, United States",98109
2020-339831,12/09/2020 12:42:05 PM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,FREMONT,-122.3445772,47.65976709,2020.0,12.0,6.0,18.0,0.0,"4312, Woodland Park Avenue North, Fremont, Seattle, King County, Washington, 98103, United States",98103
2020-339170,12/08/2020 06:08:23 PM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,BELLTOWN,-122.343702991,47.61288656,2020.0,12.0,8.0,16.0,56.0,"2117, 2nd Avenue, Pike Place Market Area, Belltown, Seattle, King County, Washington, 98121, United States",98121
2020-357530,12/31/2020 05:20:20 PM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,CHINATOWN/INTERNATIONAL DISTRICT,-122.315317568,47.59833443,2020.0,12.0,30.0,20.0,0.0,"1247, South King Street, Little Saigon, Yesler Terrace, Seattle, King County, Washington, 98144, United States",98144
2020-357663,12/31/2020 03:33:04 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SANDPOINT,-122.272200833,47.65836301,2020.0,12.0,22.0,20.0,0.0,"4120, 51st Avenue Northeast, Laurelhurst, Seattle, King County, Washington, 98105, United States",98105
2020-356146,12/29/2020 07:12:27 PM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,MADRONA/LESCHI,-122.287641907,47.59629217,2020.0,12.0,29.0,17.0,37.0,"Leschi Shores, 720, Lakeside Avenue South, Leschi, Seattle, King County, Washington, 98144, United States",98144
2020-354925,12/28/2020 04:22:29 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,NORTHGATE,-122.328780914,47.71498451,2020.0,12.0,28.0,4.0,40.0,"11732, 1st Avenue Northeast, Haller Lake, Seattle, King County, Washington, 98125, United States",98125
2020-354925,12/28/2020 04:22:29 PM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,NORTHGATE,-122.328780914,47.71498451,2020.0,12.0,28.0,4.0,40.0,"11732, 1st Avenue Northeast, Haller Lake, Seattle, King County, Washington, 98125, United States",98125
2020-354926,12/28/2020 09:35:15 AM,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,-122.331208693,47.617225,2020.0,12.0,28.0,8.0,39.0,"Kinects, 1823, Minor Avenue, South Lake Union, First Hill, Seattle, King County, Washington, 98101, United States",98101
2020-354733,12/28/2020 01:08:09 AM,ASSAULT OFFENSES,Simple Assault,13B,BRIGHTON/DUNLAP,-122.270834383,47.53935539,2020.0,12.0,27.0,22.0,20.0,"Rainier Ave S & S Frontenac St, Rainier Avenue South, Dunlap, Seattle, King County, Washington, 98118, United States",98118
2020-353095,12/27/2020 05:02:15 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,NORTHGATE,-122.344996828,47.72503555,2020.0,12.0,24.0,17.0,30.0,"13241, Aurora Avenue North, Bitter Lake, Seattle, King County, Washington, 98133, United States",98133
2020-353553,12/26/2020 09:57:15 AM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,HIGHLAND PARK,-122.346084546,47.52188905,2020.0,12.0,24.0,12.0,0.0,"9018, Henderson Place Southwest, Highland Park, Seattle, King County, Washington, 98106, United States",98106
